Frame Nr,Timestamp,People crossed on green,Vehicles crossed on green,People crossed on red,Vehicles crossed on red,Traffic light color
790,31599.999999999996,0,15,0,0,Red
791,31639.999999999996,0,15,0,0,Red
792,31680.0,0,15,0,0,Red
793,31720.0,0,15,0,0,Red
794,31759.999999999996,0,15,0,0,Red
795,31799.999999999996,0,15,0,0,Red
796,31840.0,0,15,0,0,Red
797,31880.0,0,15,0,0,Red
798,31919.999999999996,0,15,0,0,Red
799,31959.999999999996,0,15,0,0,Red
800,32000.0,0,15,0,0,Red
801,32040.0,0,15,0,0,Red
802,32080.0,0,15,0,0,Red
803,32119.999999999996,0,15,0,0,Red
804,32159.999999999996,0,15,0,0,Red
805,32199.999999999996,0,15,0,0,Red
806,32240.000000000004,0,15,0,0,Red
807,32280.0,0,15,0,0,Red
808,32320.0,0,15,0,0,Red
809,32360.0,0,15,0,0,Red
810,32400.0,0,15,0,0,Red
811,32439.999999999996,0,15,0,0,Red
812,32479.999999999996,0,15,0,0,Red
813,32519.999999999996,0,15,0,0,Red
814,32559.999999999996,0,15,0,0,Red
815,32600.0,0,15,0,0,Red
816,32640.0,0,15,0,0,Red
817,32680.0,0,15,0,0,Red
818,32720.0,0,15,0,0,Red
819,32759.999999999996,0,15,0,0,Red
820,32800.0,0,15,0,0,Red
821,32839.99999999999,0,15,0,0,Red
822,32879.99999999999,0,15,0,0,Red
823,32920.0,0,15,0,0,Red
824,32960.0,0,15,0,0,Red
825,33000.0,0,15,0,0,Red
826,33040.0,0,15,0,0,Red
827,33080.0,0,15,0,0,Red
828,33120.0,0,15,0,0,Red
829,33160.0,0,15,0,0,Red
830,33199.99999999999,0,15,0,0,Red
831,33240.0,0,15,0,0,Red
832,33280.0,0,15,0,0,Red
833,33320.0,0,15,0,0,Red
834,33360.0,0,15,0,0,Red
835,33400.0,0,15,0,0,Red
836,33440.0,0,15,0,0,Red
837,33480.0,0,15,0,0,Red
838,33519.99999999999,0,15,0,0,Red
839,33559.99999999999,0,15,0,0,Red
840,33600.0,0,15,0,0,Red
841,33640.0,0,15,0,0,Red
842,33680.0,0,16,0,0,Red
843,33720.0,0,16,0,0,Red
844,33760.0,0,16,0,0,Red
845,33800.0,0,16,0,0,Red
846,33839.99999999999,0,16,0,0,Red
847,33879.99999999999,0,16,0,0,Red
848,33920.0,0,16,0,0,Red
849,33960.0,0,16,0,0,Red
850,34000.0,0,16,0,0,Red
851,34040.0,0,16,0,0,Red
852,34080.0,0,16,0,0,Red
853,34120.0,0,16,0,0,Red
854,34160.0,0,16,0,0,Red
855,34199.99999999999,0,16,0,0,Red
856,34240.0,0,16,0,0,Red
857,34280.0,0,16,0,0,Red
858,34320.0,0,16,0,0,Red
859,34360.0,0,16,0,0,Red
860,34400.0,0,16,0,0,Red
861,34440.0,0,16,0,0,Red
862,34480.0,0,16,0,0,Red
863,34519.99999999999,0,16,0,0,Red
864,34559.99999999999,0,16,0,0,Red
865,34600.0,0,16,0,0,Red
866,34640.0,0,16,0,0,Red
867,34680.0,0,16,0,0,Red
868,34720.0,0,16,0,0,Red
869,34760.0,0,16,0,0,Red
870,34800.0,0,16,0,0,Red
871,34839.99999999999,0,16,0,0,Red
872,34879.99999999999,0,16,0,0,Red
873,34920.0,0,16,0,0,Red
874,34960.0,0,16,0,0,Red
875,35000.0,0,16,0,0,Red
876,35040.0,0,16,0,0,Red
877,35080.0,0,16,0,0,Red
878,35120.0,0,16,0,0,Red
879,35160.0,0,16,0,0,Red
880,35199.99999999999,0,16,0,0,Red
881,35239.99999999999,0,16,0,0,Red
882,35280.0,0,16,0,0,Red
883,35320.0,0,16,0,0,Red
884,35360.0,0,16,0,0,Red
885,35400.0,0,16,0,0,Red
886,35440.0,0,16,0,0,Red
887,35480.0,0,16,0,0,Red
888,35519.99999999999,0,16,0,0,Red
889,35559.99999999999,0,16,0,0,Red
890,35600.0,0,16,0,0,Red
891,35640.0,0,16,0,0,Red
892,35680.0,0,16,0,0,Red
893,35720.0,0,17,0,0,Red
894,35760.0,0,17,0,0,Red
895,35800.0,0,17,0,0,Red
896,35839.99999999999,0,17,0,0,Red
897,35879.99999999999,0,17,0,0,Red
898,35920.0,0,17,0,0,Red
899,35960.0,0,17,0,0,Red
900,36000.0,0,17,0,0,Red
901,36040.0,0,17,0,0,Red
902,36080.0,0,17,0,0,Red
903,36120.0,0,17,0,0,Red
904,36160.0,0,17,0,0,Red
905,36199.99999999999,0,17,0,0,Red
906,36239.99999999999,0,17,0,0,Red
907,36280.0,0,17,0,0,Red
908,36320.0,0,17,0,0,Red
909,36360.0,0,17,0,0,Red
910,36400.0,0,17,0,0,Red
911,36440.0,0,17,0,0,Red
912,36480.0,0,17,0,0,Red
913,36519.99999999999,0,17,0,0,Red
914,36559.99999999999,0,17,0,0,Red
915,36600.0,0,17,0,0,Red
916,36640.0,0,17,0,0,Red
917,36680.0,0,17,0,0,Red
918,36720.0,0,17,0,0,Red
919,36760.0,0,17,0,0,Red
920,36800.0,0,17,0,0,Red
921,36839.99999999999,0,17,0,0,Red
922,36879.99999999999,0,18,0,0,Red
923,36920.0,0,18,0,0,Red
924,36960.0,0,19,0,0,Red
925,37000.0,0,19,0,0,Red
926,37040.0,0,19,0,0,Red
927,37080.0,0,19,0,0,Red
928,37120.0,0,19,0,0,Red
929,37160.0,0,19,0,0,Red
930,37199.99999999999,0,19,0,0,Red
931,37239.99999999999,0,19,0,0,Red
932,37280.0,0,19,0,0,Red
933,37320.0,0,19,0,0,Red
934,37360.0,0,19,0,0,Red
935,37400.0,0,19,0,0,Red
936,37440.0,0,19,0,0,Red
937,37480.0,0,19,0,0,Red
938,37519.99999999999,0,19,0,0,Red
939,37559.99999999999,0,19,0,0,Red
940,37600.0,0,19,0,0,Red
941,37640.0,0,19,0,0,Red
942,37680.0,0,20,0,0,Red
943,37720.0,0,20,0,0,Red
944,37760.0,0,20,0,0,Red
945,37800.0,0,20,0,0,Red
946,37839.99999999999,0,20,0,0,Red
947,37879.99999999999,0,20,0,0,Red
948,37920.0,0,20,0,0,Red
949,37960.0,0,20,0,0,Red
950,38000.0,0,20,0,0,Red
951,38040.0,0,20,0,0,Red
952,38080.0,0,20,0,0,Red
953,38120.0,0,20,0,0,Red
954,38160.0,0,20,0,0,Red
955,38199.99999999999,0,20,0,0,Red
956,38239.99999999999,0,20,0,0,Red
957,38280.0,0,20,0,0,Red
958,38320.0,0,20,0,0,Red
959,38360.0,0,20,0,0,Red
960,38400.0,0,20,0,0,Red
961,38440.0,0,20,0,0,Red
962,38480.0,0,20,0,0,Red
963,38519.99999999999,0,21,0,0,Red
964,38559.99999999999,0,21,0,0,Red
965,38600.0,0,21,0,0,Red
966,38640.0,0,22,0,0,Red
967,38680.0,0,22,0,0,Red
968,38720.0,0,22,0,0,Red
969,38760.0,0,22,0,0,Green
970,38800.0,0,22,0,0,Red
971,38839.99999999999,0,22,0,0,Red
972,38879.99999999999,0,22,0,0,Red
973,38920.0,0,22,0,0,Red
974,38960.0,0,22,0,0,Red
975,39000.0,0,22,0,0,Red
976,39040.0,0,22,0,0,Red
977,39080.0,0,22,0,0,Red
978,39120.0,0,22,0,0,Red
979,39160.0,0,22,0,0,Red
980,39199.99999999999,0,22,0,0,Unknown
981,39239.99999999999,0,22,0,0,Unknown
982,39280.0,0,22,0,0,Unknown
983,39320.0,0,22,0,0,Red
984,39360.0,0,22,0,0,Unknown
985,39400.0,0,22,0,0,Unknown
986,39440.0,0,22,0,0,Unknown
987,39480.0,0,22,0,0,Unknown
988,39519.99999999999,0,22,0,0,Unknown
989,39559.99999999999,0,22,0,0,Red
990,39600.0,0,22,0,0,Red
991,39640.0,0,22,0,0,Red
992,39680.0,0,22,0,0,Red
993,39720.0,0,23,0,0,Red
994,39760.0,0,23,0,0,Red
995,39800.0,0,23,0,0,Red
996,39839.99999999999,0,23,0,0,Red
997,39879.99999999999,0,23,0,0,Red
998,39920.0,0,23,0,0,Red
999,39960.0,0,23,0,0,Red
1000,40000.0,0,23,0,0,Red
1001,40040.0,0,23,0,0,Red
1002,40080.0,0,23,0,0,Red
1003,40120.0,0,23,0,0,Red
1004,40160.0,0,23,0,0,Red
1005,40199.99999999999,0,23,0,0,Red
1006,40239.99999999999,0,23,0,0,Red
1007,40280.0,0,23,0,0,Red
1008,40320.0,0,23,0,0,Red
1009,40360.0,0,23,0,0,Red
1010,40400.0,0,23,0,0,Red
1011,40440.0,0,23,0,0,Red
1012,40480.0,0,23,0,0,Red
1013,40519.99999999999,0,23,0,0,Red
1014,40559.99999999999,0,23,0,0,Red
1015,40600.0,0,23,0,0,Red
1016,40640.0,0,23,0,0,Red
1017,40680.0,0,23,0,0,Red
1018,40720.0,0,23,0,0,Red
1019,40760.0,0,23,0,0,Red
1020,40800.0,0,23,0,0,Red
1021,40839.99999999999,0,23,0,0,Red
1022,40879.99999999999,0,23,0,0,Red
1023,40919.99999999999,0,23,0,0,Red
1024,40960.0,0,23,0,0,Red
1025,41000.0,0,23,0,0,Red
1026,41040.0,0,23,0,0,Red
1027,41080.0,0,23,0,0,Red
1028,41120.0,0,24,0,0,Red
1029,41160.0,0,25,0,0,Red
1030,41199.99999999999,0,25,0,0,Red
1031,41239.99999999999,0,25,0,0,Red
1032,41280.0,0,25,0,0,Red
1033,41320.0,0,25,0,0,Red
1034,41360.0,0,25,0,0,Red
1035,41400.0,0,25,0,0,Red
1036,41440.0,0,25,0,0,Red
1037,41480.0,0,25,0,0,Red
1038,41519.99999999999,0,26,0,0,Red
1039,41559.99999999999,0,26,0,0,Red
1040,41600.0,0,26,0,0,Red
1041,41640.0,0,26,0,0,Red
1042,41680.0,0,26,0,0,Red
1043,41720.0,0,26,0,0,Red
1044,41760.0,0,26,0,0,Red
1045,41800.0,0,26,0,0,Red
1046,41839.99999999999,0,26,0,0,Red
1047,41879.99999999999,0,26,0,0,Red
1048,41919.99999999999,0,26,0,0,Red
1049,41960.0,0,26,0,0,Red
1050,42000.0,0,26,0,0,Red
1051,42040.0,0,26,0,0,Red
1052,42080.0,0,26,0,0,Red
1053,42120.0,0,26,0,0,Red
1054,42160.0,0,26,0,0,Red
1055,42199.99999999999,0,26,0,0,Red
1056,42239.99999999999,0,26,0,0,Red
1057,42280.0,0,27,0,0,Red
1058,42320.0,0,27,0,0,Red
1059,42360.0,0,27,0,0,Red
1060,42400.0,0,27,0,0,Red
1061,42440.0,0,27,0,0,Red
1062,42480.0,0,27,0,0,Red
1063,42519.99999999999,0,27,0,0,Red
1064,42559.99999999999,0,27,0,0,Red
1065,42600.0,0,27,0,0,Red
1066,42640.0,0,27,0,0,Red
1067,42680.0,0,27,0,0,Red
1068,42720.0,0,27,0,0,Red
1069,42760.0,0,27,0,0,Red
1070,42800.0,0,27,0,0,Red
1071,42839.99999999999,0,27,0,0,Red
1072,42879.99999999999,0,27,0,0,Red
1073,42919.99999999999,0,27,0,0,Red
1074,42960.0,0,27,0,0,Red
1075,43000.0,0,27,0,0,Red
1076,43040.0,0,27,0,0,Red
1077,43080.0,0,27,0,0,Red
1078,43120.0,0,27,0,0,Red
1079,43160.0,0,27,0,0,Red
1080,43199.99999999999,0,27,0,0,Red
1081,43239.99999999999,0,28,0,0,Red
1082,43280.0,0,28,0,0,Red
1083,43320.0,0,28,0,0,Red
1084,43360.0,0,28,0,0,Red
1085,43400.0,0,28,0,0,Green
1086,43440.0,0,28,0,0,Red
1087,43480.0,0,28,0,0,Red
1088,43519.99999999999,0,28,0,0,Red
1089,43559.99999999999,0,28,0,0,Red
1090,43600.0,0,28,0,0,Red
1091,43640.0,0,28,0,0,Red
1092,43680.0,0,28,0,0,Red
1093,43720.0,0,28,0,0,Red
1094,43760.0,0,28,0,0,Red
1095,43800.0,0,29,0,0,Red
1096,43839.99999999999,0,29,0,0,Red
1097,43879.99999999999,0,29,0,0,Red
1098,43919.99999999999,0,29,0,0,Red
1099,43960.0,0,29,0,0,Red
1100,44000.0,0,29,0,0,Red
1101,44040.0,0,29,0,0,Red
1102,44080.0,0,29,0,0,Red
1103,44120.0,0,29,0,0,Red
1104,44160.0,0,29,0,0,Red
1105,44199.99999999999,0,29,0,0,Red
1106,44239.99999999999,0,29,0,0,Red
1107,44280.0,0,29,0,0,Red
1108,44320.0,0,30,0,0,Red
1109,44360.0,0,30,0,0,Red
1110,44400.0,0,30,0,0,Red
1111,44440.0,0,30,0,0,Red
1112,44480.0,0,30,0,0,Red
1113,44519.99999999999,0,30,0,0,Red
1114,44559.99999999999,0,30,0,0,Red
1115,44600.0,0,30,0,0,Red
1116,44640.0,0,30,0,0,Red
1117,44680.0,0,30,0,0,Red
1118,44720.0,0,30,0,0,Red
1119,44760.0,0,30,0,0,Red
1120,44800.0,0,30,0,0,Red
1121,44839.99999999999,0,30,0,0,Red
1122,44879.99999999999,0,30,0,0,Red
1123,44919.99999999999,0,30,0,0,Red
1124,44960.0,0,30,0,0,Red
1125,45000.0,0,30,0,0,Red
1126,45040.0,0,30,0,0,Red
1127,45080.0,0,30,0,0,Red
1128,45120.0,0,30,0,0,Red
1129,45160.0,0,30,0,0,Red
1130,45199.99999999999,0,30,0,0,Red
1131,45239.99999999999,0,30,0,0,Red
1132,45280.0,0,30,0,0,Red
1133,45320.0,0,30,0,0,Red
1134,45360.0,0,30,0,0,Red
1135,45400.0,0,30,0,0,Red
1136,45440.0,0,30,0,0,Red
1137,45480.0,0,30,0,0,Red
1138,45519.99999999999,0,30,0,0,Red
1139,45559.99999999999,0,30,0,0,Red
1140,45600.0,0,30,0,0,Red
1141,45640.0,0,30,0,0,Red
1142,45680.0,0,30,0,0,Red
1143,45720.0,0,30,0,0,Red
1144,45760.0,0,31,0,0,Red
1145,45800.0,0,31,0,0,Red
1146,45839.99999999999,0,31,0,0,Red
1147,45879.99999999999,0,31,0,0,Red
1148,45919.99999999999,0,31,0,0,Red
1149,45960.0,0,31,0,0,Red
1150,46000.0,0,31,0,0,Red
1151,46040.0,0,32,0,0,Red
1152,46080.0,0,32,0,0,Red
1153,46120.0,0,32,0,0,Red
1154,46160.0,0,32,0,0,Red
1155,46199.99999999999,0,32,0,0,Red
1156,46239.99999999999,0,32,0,0,Red
1157,46280.0,0,32,0,0,Red
1158,46320.0,0,32,0,0,Green
1159,46360.0,0,32,0,0,Red
1160,46400.0,0,32,0,0,Red
1161,46440.0,0,32,0,0,Red
1162,46480.0,0,32,0,0,Red
1163,46519.99999999999,0,32,0,0,Red
1164,46559.99999999999,0,32,0,0,Green
1165,46600.0,0,32,0,0,Red
1166,46640.0,0,32,0,0,Red
1167,46680.0,0,32,0,0,Red
1168,46720.0,0,32,0,0,Red
1169,46760.0,0,32,0,0,Red
1170,46800.0,0,32,0,0,Red
1171,46839.99999999999,0,32,0,0,Red
1172,46879.99999999999,0,32,0,0,Red
1173,46919.99999999999,0,32,0,0,Red
1174,46960.0,0,32,0,0,Red
1175,47000.0,0,32,0,0,Red
1176,47040.0,0,32,0,0,Red
1177,47080.0,0,32,0,0,Red
1178,47120.0,0,32,0,0,Red
1179,47160.0,0,32,0,0,Red
1180,47199.99999999999,0,32,0,0,Red
1181,47239.99999999999,0,32,0,0,Red
1182,47280.0,0,32,0,0,Red
1183,47320.0,0,32,0,0,Red
1184,47360.0,0,32,0,0,Red
1185,47400.0,0,32,0,0,Red
1186,47440.0,0,32,0,0,Red
1187,47480.0,0,32,0,0,Red
1188,47519.99999999999,0,32,0,0,Red
1189,47559.99999999999,0,32,0,0,Red
1190,47599.99999999999,0,32,0,0,Red
1191,47640.0,0,32,0,0,Red
1192,47680.0,0,32,0,0,Red
1193,47720.0,0,32,0,0,Red
1194,47760.0,0,32,0,0,Red
1195,47800.0,0,32,0,0,Red
1196,47839.99999999999,0,32,0,0,Red
1197,47879.99999999999,0,32,0,0,Red
1198,47919.99999999999,0,32,0,0,Red
1199,47960.0,0,32,0,0,Red
1200,48000.0,0,32,0,0,Red
1201,48040.0,0,32,0,0,Red
1202,48080.0,0,32,0,0,Red
1203,48120.0,0,32,0,0,Red
1204,48160.0,0,32,0,0,Red
1205,48199.99999999999,0,32,0,0,Red
1206,48239.99999999999,0,32,0,0,Red
1207,48280.0,0,32,0,0,Red
1208,48320.0,0,32,0,0,Red
1209,48360.0,0,32,0,0,Red
1210,48400.0,0,32,0,0,Red
1211,48440.0,0,32,0,0,Red
1212,48480.0,0,32,0,0,Red
1213,48519.99999999999,0,32,0,0,Red
1214,48559.99999999999,0,32,0,0,Red
1215,48599.99999999999,0,32,0,0,Red
1216,48640.0,0,32,0,0,Red
1217,48680.0,0,33,0,0,Red
1218,48720.0,0,33,0,0,Red
1219,48760.0,0,33,0,0,Red
1220,48800.0,0,33,0,0,Red
1221,48839.99999999999,0,33,0,0,Red
1222,48879.99999999999,0,33,0,0,Red
1223,48919.99999999999,0,33,0,0,Red
1224,48960.0,0,33,0,0,Red
1225,49000.0,0,33,0,0,Red
1226,49040.0,0,33,0,0,Red
1227,49080.0,0,33,0,0,Red
1228,49120.0,0,33,0,0,Red
1229,49160.0,0,34,0,0,Red
1230,49199.99999999999,0,34,0,0,Red
1231,49239.99999999999,0,34,0,0,Red
1232,49280.0,0,34,0,0,Red
1233,49320.0,0,34,0,0,Red
1234,49360.0,0,34,0,0,Red
1235,49400.0,0,34,0,0,Red
1236,49440.0,0,34,0,0,Unknown
1237,49480.0,0,34,0,0,Red
1238,49519.99999999999,0,34,0,0,Red
1239,49559.99999999999,0,34,0,0,Red
1240,49599.99999999999,0,34,0,0,Red
1241,49640.0,0,34,0,0,Red
1242,49680.0,0,34,0,0,Red
1243,49720.0,0,34,0,0,Red
1244,49760.0,0,34,0,0,Red
1245,49800.0,0,34,0,0,Green
1246,49839.99999999999,0,34,0,0,Red
1247,49879.99999999999,0,34,0,0,Red
1248,49919.99999999999,0,34,0,0,Green
1249,49960.0,0,34,0,0,Red
1250,50000.0,0,34,0,0,Red
1251,50040.0,0,34,0,0,Red
1252,50080.0,0,34,0,0,Red
1253,50120.0,0,34,0,0,Red
1254,50160.0,0,34,0,0,Red
1255,50199.99999999999,0,34,0,0,Red
1256,50239.99999999999,0,34,0,0,Red
1257,50280.0,0,34,0,0,Red
1258,50320.0,0,35,0,0,Red
1259,50360.0,0,35,0,0,Red
1260,50400.0,0,35,0,0,Red
1261,50440.0,0,35,0,0,Red
1262,50480.0,0,35,0,0,Red
1263,50519.99999999999,0,35,0,0,Red
1264,50559.99999999999,0,35,0,0,Red
1265,50599.99999999999,0,35,0,0,Red
1266,50640.0,0,35,0,0,Red
1267,50680.0,0,35,0,0,Red
1268,50720.0,0,35,0,0,Red
1269,50760.0,0,35,0,0,Red
1270,50800.0,0,35,0,0,Red
1271,50839.99999999999,0,35,0,0,Red
1272,50879.99999999999,0,35,0,0,Red
1273,50919.99999999999,0,35,0,0,Red
1274,50960.0,0,35,0,0,Red
1275,51000.0,0,35,0,0,Red
1276,51040.0,0,35,0,0,Red
1277,51080.0,0,35,0,0,Green
1278,51120.0,0,35,0,0,Red
1279,51160.0,0,35,0,0,Red
1280,51199.99999999999,0,35,0,0,Red
1281,51239.99999999999,0,35,0,0,Red
1282,51280.0,0,35,0,0,Red
1283,51320.0,0,35,0,0,Red
1284,51360.0,0,35,0,0,Green
1285,51400.0,0,35,0,0,Red
1286,51440.0,0,35,0,0,Red
1287,51480.0,0,35,0,0,Red
1288,51519.99999999999,0,35,0,0,Red
1289,51559.99999999999,0,35,0,0,Red
1290,51599.99999999999,0,35,0,0,Red
1291,51640.0,0,35,0,0,Red
1292,51680.0,0,35,0,0,Red
1293,51720.0,0,35,0,0,Red
1294,51760.0,0,35,0,0,Red
1295,51800.0,0,35,0,0,Green
1296,51839.99999999999,0,35,0,0,Red
1297,51879.99999999999,0,35,0,0,Red
1298,51919.99999999999,0,35,0,0,Red
1299,51960.0,0,35,0,0,Red
1300,52000.0,0,35,0,0,Red
1301,52040.0,0,35,0,0,Unknown
1302,52080.0,0,35,0,0,Unknown
1303,52120.0,0,35,0,0,Unknown
1304,52160.0,0,35,0,0,Unknown
1305,52199.99999999999,0,35,0,0,Unknown
1306,52239.99999999999,0,35,0,0,Unknown
1307,52280.0,0,35,0,0,Unknown
1308,52320.0,0,35,0,0,Unknown
1309,52360.0,0,35,0,0,Unknown
1310,52400.0,0,35,0,0,Unknown
1311,52440.0,0,35,0,0,Unknown
1312,52480.0,0,35,0,0,Unknown
1313,52519.99999999999,0,36,0,0,Red
1314,52559.99999999999,0,36,0,0,Unknown
1315,52599.99999999999,0,36,0,0,Red
1316,52640.0,0,36,0,0,Red
1317,52680.0,0,36,0,0,Red
1318,52720.0,0,36,0,0,Red
1319,52760.0,0,36,0,0,Red
1320,52800.0,0,36,0,0,Red
1321,52839.99999999999,0,37,0,0,Red
1322,52879.99999999999,0,37,0,0,Red
1323,52919.99999999999,0,37,0,0,Red
1324,52960.0,0,37,0,0,Red
1325,53000.0,0,37,0,0,Red
1326,53040.0,0,37,0,0,Red
1327,53080.0,0,37,0,0,Red
1328,53120.0,0,37,0,0,Red
1329,53160.0,0,37,0,0,Red
1330,53199.99999999999,0,37,0,0,Red
1331,53239.99999999999,0,37,0,0,Red
1332,53280.0,0,37,0,0,Red
1333,53320.0,0,37,0,0,Red
1334,53360.0,0,37,0,0,Red
1335,53400.0,0,37,0,0,Red
1336,53440.0,0,37,0,0,Red
1337,53480.0,0,37,0,0,Red
1338,53519.99999999999,0,37,0,0,Red
1339,53559.99999999999,0,37,0,0,Red
1340,53599.99999999999,0,37,0,0,Red
1341,53640.0,0,37,0,0,Red
1342,53680.0,0,37,0,0,Red
1343,53720.0,0,37,0,0,Red
1344,53760.0,0,37,0,0,Red
1345,53800.0,0,37,0,0,Red
1346,53839.99999999999,0,37,0,0,Red
1347,53879.99999999999,0,37,0,0,Red
1348,53919.99999999999,0,37,0,0,Red
1349,53960.0,0,37,0,0,Red
1350,54000.0,0,37,0,0,Red
1351,54040.0,0,37,0,0,Red
1352,54080.0,0,37,0,0,Red
1353,54120.0,0,37,0,0,Red
1354,54160.0,0,38,0,0,Red
1355,54199.99999999999,0,38,0,0,Red
1356,54239.99999999999,0,38,0,0,Red
1357,54279.99999999999,0,38,0,0,Green
1358,54320.0,0,38,0,0,Red
1359,54360.0,0,38,0,0,Red
1360,54400.0,0,38,0,0,Red
1361,54440.0,0,38,0,0,Red
1362,54480.0,0,38,0,0,Red
1363,54519.99999999999,0,38,0,0,Red
1364,54559.99999999999,0,38,0,0,Red
1365,54599.99999999999,0,38,0,0,Unknown
1366,54640.0,0,39,0,0,Red
1367,54680.0,0,39,0,0,Red
1368,54720.0,0,39,0,0,Red
1369,54760.0,0,39,0,0,Red
1370,54800.0,0,39,0,0,Red
1371,54839.99999999999,0,39,0,0,Red
1372,54879.99999999999,0,39,0,0,Red
1373,54919.99999999999,0,39,0,0,Red
1374,54960.0,0,39,0,0,Red
1375,55000.0,0,39,0,0,Red
1376,55040.0,0,39,0,0,Red
1377,55080.0,0,39,0,0,Red
1378,55120.0,0,39,0,0,Red
1379,55160.0,0,39,0,0,Red
1380,55199.99999999999,0,39,0,0,Red
1381,55239.99999999999,0,39,0,0,Red
1382,55279.99999999999,0,39,0,0,Red
1383,55320.0,0,39,0,0,Red
1384,55360.0,0,39,0,0,Red
1385,55400.0,0,39,0,0,Red
1386,55440.0,0,39,0,0,Red
1387,55480.0,0,39,0,0,Red
1388,55519.99999999999,0,39,0,0,Red
1389,55559.99999999999,0,39,0,0,Red
1390,55599.99999999999,0,39,0,0,Red
1391,55640.0,0,39,0,0,Red
1392,55680.0,0,39,0,0,Red
1393,55720.0,0,39,0,0,Red
1394,55760.0,0,39,0,0,Red
1395,55800.0,0,39,0,0,Red
1396,55839.99999999999,0,39,0,0,Red
1397,55879.99999999999,0,39,0,0,Red
1398,55919.99999999999,0,39,0,0,Red
1399,55960.0,0,39,0,0,Red
1400,56000.0,0,39,0,0,Red
1401,56040.0,0,39,0,0,Red
1402,56080.0,0,39,0,0,Red
1403,56120.0,0,39,0,0,Red
1404,56160.0,0,39,0,0,Red
1405,56199.99999999999,0,39,0,0,Red
1406,56239.99999999999,0,39,0,0,Red
1407,56279.99999999999,0,39,0,0,Red
1408,56320.0,0,39,0,0,Red
1409,56360.0,0,39,0,0,Red
1410,56400.0,0,39,0,0,Red
1411,56440.0,0,39,0,0,Red
1412,56480.0,0,39,0,0,Red
1413,56519.99999999999,0,39,0,0,Red
1414,56559.99999999999,0,39,0,0,Red
1415,56599.99999999999,0,39,0,0,Red
1416,56640.0,0,39,0,0,Red
1417,56680.0,0,39,0,0,Red
1418,56720.0,0,39,0,0,Green
1419,56760.0,0,39,0,0,Green
1420,56800.0,0,39,0,0,Green
1421,56839.99999999999,0,39,0,0,Green
1422,56879.99999999999,0,39,0,0,Green
1423,56919.99999999999,0,39,0,0,Green
1424,56960.0,0,39,0,0,Green
1425,57000.0,0,39,0,0,Green
1426,57040.0,0,39,0,0,Green
1427,57080.0,0,39,0,0,Green
1428,57120.0,0,39,0,0,Green
1429,57160.0,0,39,0,0,Green
1430,57199.99999999999,0,39,0,0,Green
1431,57239.99999999999,0,39,0,0,Green
1432,57279.99999999999,0,39,0,0,Green
1433,57320.0,0,39,0,0,Green
1434,57360.0,0,39,0,0,Green
1435,57400.0,0,39,0,0,Green
1436,57440.0,0,39,0,0,Green
1437,57480.0,0,39,0,0,Green
1438,57519.99999999999,0,39,0,0,Green
1439,57559.99999999999,0,39,0,0,Green
1440,57599.99999999999,0,39,0,0,Green
1441,57640.0,0,39,0,0,Green
1442,57680.0,0,39,0,0,Green
1443,57720.0,0,39,0,0,Green
1444,57760.0,0,39,0,0,Green
1445,57800.0,0,39,0,0,Green
1446,57839.99999999999,0,39,0,0,Green
1447,57879.99999999999,0,39,0,0,Green
1448,57919.99999999999,0,39,0,0,Green
1449,57960.0,0,39,0,0,Green
1450,58000.0,0,39,0,0,Green
1451,58040.0,0,39,0,0,Green
1452,58080.0,0,39,0,0,Green
1453,58120.0,0,39,0,0,Green
1454,58160.0,0,39,0,0,Green
1455,58199.99999999999,0,39,0,0,Green
1456,58239.99999999999,0,39,0,0,Green
1457,58279.99999999999,0,39,0,0,Green
1458,58320.0,0,39,0,0,Green
1459,58360.0,0,39,0,0,Green
1460,58400.0,0,39,0,0,Green
1461,58440.0,0,39,0,0,Green
1462,58480.0,0,39,0,0,Green
1463,58519.99999999999,0,39,0,0,Green
1464,58559.99999999999,0,39,0,0,Green
1465,58599.99999999999,0,39,0,0,Green
1466,58640.0,0,39,0,0,Green
1467,58680.0,0,39,0,0,Green
1468,58720.0,0,39,0,0,Green
1469,58760.0,0,39,0,0,Green
1470,58800.0,0,39,0,0,Green
1471,58839.99999999999,0,39,0,0,Green
1472,58879.99999999999,0,39,0,0,Green
1473,58919.99999999999,0,39,0,0,Green
1474,58960.0,0,39,0,0,Green
1475,59000.0,0,39,0,0,Green
1476,59040.0,0,39,0,0,Green
1477,59080.0,0,39,0,0,Green
1478,59120.0,0,39,0,0,Green
1479,59160.0,0,39,0,0,Green
1480,59199.99999999999,0,39,0,0,Green
1481,59239.99999999999,0,39,0,0,Green
1482,59279.99999999999,0,39,0,0,Green
1483,59320.0,0,39,0,0,Green
1484,59360.0,0,39,0,0,Green
1485,59400.0,0,39,0,0,Green
1486,59440.0,0,39,0,0,Green
1487,59480.0,0,39,0,0,Green
1488,59519.99999999999,0,39,0,0,Green
1489,59559.99999999999,0,39,0,0,Green
1490,59599.99999999999,0,39,0,0,Green
1491,59640.0,0,39,0,0,Green
1492,59680.0,0,39,0,0,Green
1493,59720.0,0,39,0,0,Green
1494,59760.0,0,39,0,0,Green
1495,59800.0,0,39,0,0,Green
1496,59839.99999999999,0,39,0,0,Green
1497,59879.99999999999,0,39,0,0,Green
